PostIndex,Topic,Emotion,AudioFormat,VideoFormat,Language
6491,Arts,neutral,background-song-with-lyrics,self-shot,Hindi
6492,Family Comedy,happy,lip-syncing,self-shot,Hindi
6493,Heartbreak Romance,sad,lip-syncing,collab,Hindi
6494,News,neutral,background-song-with-lyrics,self-shot,Hindi
6495,Devotion,neutral,background-song-with-lyrics,special-effects,Hindi
6496,Sports,neutral,self-spoken-monologues,self-shot,Hindi
6497,Pranks,happy,self-spoken-dialogues,videos-with-text,Hindi
6498,Stunts,confidence,background-song-with-lyrics,self-shot,Hindi
6499,Photography,neutral,background-song-with-lyrics,videos-text-special-effects,Hindi
6500,Pets,neutral,background-song-with-lyrics,self-shot,Hindi
6501,Couple Romance,affection,background-song-with-lyrics,movie/tv-show,Hindi
6502,Food,happy,background-song-with-lyrics,self-shot,Hindi
6503,Devotion,neutral,lip-syncing,self-shot,Hindi
6504,News,happy,self-spoken-monologues,videos-with-text,Hindi
6505,News,neutral,self-spoken-monologues,videos-text-special-effects,Hindi
6506,Fails,sad,background-song-with-lyrics,self-shot,Hindi
6507,Sports,neutral,background-song-with-lyrics,self-shot,Hindi
6508,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
6509,Onesided Romance,affection,lip-syncing,self-shot,Hindi
6510,Magic,surprise,background-song-with-lyrics,self-shot,Hindi
6511,Cartoons,happy,self-spoken-dialogues,animation,Hindi
6512,Stunts,confidence,background-song-with-lyrics,self-shot,Hindi
6513,Devotion,neutral,background-song-with-lyrics,self-shot,Hindi
6514,Philanthropy,neutral,self-spoken-monologues,self-shot,Hindi
6515,Music,happy,self-sung-song,special-effects,Hindi
6516,Onesided Romance,happy,lip-syncing,self-shot,Hindi
6517,Magic,surprise,background-song-with-lyrics,animation,Hindi
6518,Fails,happy,background-song-with-lyrics,self-shot,Hindi
6519,Devotion,neutral,self-spoken-monologues,special-effects,Hindi
6520,Comedians,happy,self-spoken-dialogues,movie/tv-show,Hindi
6521,Magic,surprise,background-song-with-lyrics,self-shot,Hindi
6522,Astrology,neutral,background-song-with-lyrics,reaction videos,Hindi
6523,Sports,neutral,self-spoken-monologues,videos-text-special-effects,Hindi
6524,Nature,neutral,self-spoken-monologues,self-shot,Hindi
6525,Arts,neutral,background-song-with-lyrics,self-shot,Hindi
6526,Astrology,neutral,self-spoken-monologues,videos-with-text,Hindi
6527,Couple Romance,happy,lip-syncing,self-shot,Hindi
6528,News,neutral,self-spoken-monologues,videos-text-special-effects,Hindi
6529,Comedians,happy,self-spoken-dialogues,movie/tv-show,Hindi
6530,Family Comedy,happy,self-spoken-dialogues,special-effects,Hindi
6531,Pranks,happy,self-spoken-monologues,self-shot,Hindi
6532,Comedians,happy,self-spoken-dialogues,movie/tv-show,Hindi
6533,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
6534,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
6535,Couple Comedy,happy,lip-syncing,self-shot,Hindi
6536,Cartoons,happy,background-song-with-lyrics,animation,Hindi
6537,Family Comedy,happy,lip-syncing,self-shot,Hindi
6538,Photography,neutral,background-song-with-lyrics,self-shot,Hindi
6539,Cartoons,happy,self-spoken-dialogues,animation,Hindi
6540,Arts,neutral,background-song-with-lyrics,self-shot,Hindi
6541,Dance,happy,lip-syncing,self-shot,Hindi
6542,Kids Comedy,happy,lip-syncing,special-effects,Hindi
6543,Food,neutral,background-song-with-lyrics,special-effects,Hindi
6544,Philanthropy,kindness,self-spoken-monologues,self-shot,Hindi
6545,Magic,surprise,background-song-with-lyrics,self-shot,Hindi
6546,Festival,happy,lip-syncing,self-shot,Hindi
6547,Fails,happy,background-song-with-lyrics,videos-with-text,Hindi
6548,Music,affection,self-sung-song,self-shot,Hindi
6549,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
6550,Astrology,neutral,lip-syncing,videos-text-special-effects,Hindi
6551,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
6552,Pets,neutral,background-song-with-lyrics,self-shot,Hindi
6553,Philanthropy,kindness,lip-syncing,self-shot,Hindi
6554,Music,happy,self-sung-song,special-effects,Hindi
6555,Festival,happy,self-spoken-dialogues,videos-with-text,Hindi
6556,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
6557,Stunts,happy,background-song-with-lyrics,self-shot,Hindi
6558,Astrology,neutral,self-spoken-monologues,self-shot,Hindi
6559,Cartoons,happy,self-spoken-monologues,animation,Hindi
6560,Dance,happy,lip-syncing,special-effects,Hindi
6561,Fashion,happy,background-song-with-lyrics,self-shot,Hindi
6562,Family Comedy,happy,background-song-with-lyrics,videos-with-text,Hindi
6563,Onesided Romance,happy,lip-syncing,special-effects,Hindi
6564,Celeb,happy,self-spoken-dialogues,videos-text-special-effects,Hindi
6565,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
6566,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Hindi
6567,Family Comedy,happy,lip-syncing,self-shot,Hindi
6568,Kids Comedy,happy,lip-syncing,self-shot,Hindi
6569,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
6570,Music,affection,self-sung-song,special-effects,Hindi
6571,Astrology,neutral,self-spoken-monologues,videos-with-text,Hindi
6572,Sports,happy,background-song-with-lyrics,videos-text-special-effects,Hindi
6573,Kids Comedy,happy,self-spoken-dialogues,self-shot,Hindi
6574,Onesided Romance,affection,lip-syncing,special-effects,Hindi
6575,Arts,neutral,background-song-with-lyrics,self-shot,Hindi
6576,Family Comedy,happy,self-spoken-dialogues,special-effects,Hindi
6577,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
6578,Festival,neutral,background-song-with-lyrics,videos-text-special-effects,Hindi
6579,Cartoons,happy,self-spoken-dialogues,animation,Hindi
6580,Magic,surprise,background-song-with-lyrics,self-shot,Hindi
6581,Pranks,fear,self-spoken-monologues,self-shot,Hindi
6582,Kids Comedy,happy,lip-syncing,self-shot,Hindi
6583,Celeb,confidence,background-song-with-lyrics,self-shot,Hindi
6584,Dance,affection,lip-syncing,self-shot,Hindi
6585,Memes,happy,self-spoken-monologues,special-effects,Hindi
6586,Philanthropy,kindness,self-spoken-monologues,videos-text-special-effects,Hindi
6587,Nature,neutral,self-spoken-monologues,self-shot,Hindi
6588,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
6589,Cartoons,happy,background-song-with-lyrics,animation,Hindi
6590,Friends Comedy,happy,self-spoken-monologues,self-shot,Hindi
6591,Devotion,affection,self-spoken-monologues,videos-with-text,Hindi
6592,Philanthropy,neutral,background-song-with-lyrics,self-shot,Hindi
6593,Pranks,happy,self-spoken-monologues,self-shot,Hindi
6594,News,neutral,self-spoken-monologues,videos-with-text,Hindi
6595,Nature,neutral,background-song-with-lyrics,self-shot,Hindi
6596,Music,neutral,self-sung-song,videos-text-special-effects,Hindi
6597,Arts,neutral,self-spoken-monologues,self-shot,Hindi
6598,Nature,happy,background-song-with-lyrics,self-shot,Hindi
6599,Nature,neutral,background-song-with-lyrics,image,Hindi
6600,News,neutral,self-spoken-monologues,videos-with-text,Hindi
6601,Dance,affection,lip-syncing,self-shot,Hindi
6602,News,sad,self-spoken-monologues,videos-with-text,Hindi
6603,Stunts,confidence,background-song-with-lyrics,self-shot,Hindi
6604,Astrology,neutral,background-song-with-lyrics,self-shot,Hindi
6605,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
6606,Music,happy,lip-syncing,movie/tv-show,Hindi
6607,Heartbreak Romance,sad,self-spoken-dialogues,special-effects,Hindi
6608,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
6609,Travel,neutral,background-song-with-lyrics,self-shot,Hindi
6610,Comedians,happy,self-spoken-dialogues,movie/tv-show,Hindi
6611,Fails,happy,noise,videos-text-special-effects,Hindi
6612,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
6613,Magic,surprise,background-song-with-lyrics,special-effects,Hindi
6614,Fails,happy,background-song-with-lyrics,videos-with-text,Hindi
6615,Kids Comedy,happy,lip-syncing,self-shot,Hindi
6616,Friends Comedy,happy,lip-syncing,videos-text-special-effects,Hindi
6617,Pranks,happy,noise,special-effects,Hindi
6618,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
6619,Magic,surprise,background-song-with-lyrics,special-effects,Hindi
6620,News,neutral,self-spoken-monologues,videos-with-text,Hindi
6621,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
6622,Fashion,neutral,background-song-with-lyrics,special-effects,Hindi
6623,News,neutral,self-spoken-monologues,videos-with-text,Hindi
6624,Arts,neutral,self-spoken-dialogues,self-shot,Hindi
6625,Nature,neutral,background-song-with-lyrics,self-shot,Hindi
6626,Fitness,neutral,background-song-with-lyrics,special-effects,Hindi
6627,Couple Romance,confidence,lip-syncing,self-shot,Hindi
6628,Onesided Romance,happy,background-song-with-lyrics,special-effects,Hindi
6629,Magic,surprise,background-song-with-lyrics,self-shot,Hindi
6630,Food,neutral,background-song-with-lyrics,self-shot,Hindi
6631,Nature,neutral,background-song-with-lyrics,self-shot,Hindi
6632,Festival,happy,background-song-with-lyrics,videos-with-text,Hindi
6633,Stunts,confidence,background-song-with-lyrics,self-shot,Hindi
6634,Philanthropy,neutral,background-song-with-lyrics,self-shot,Hindi
6635,Travel,neutral,background-song-with-lyrics,self-shot,Hindi
6636,Couple Comedy,happy,lip-syncing,self-shot,Hindi
6637,Photography,happy,background-song-with-lyrics,videos-text-special-effects,Hindi
6638,Couple Comedy,happy,lip-syncing,videos-with-text,Hindi
6639,Celeb,happy,self-spoken-dialogues,videos-with-text,Hindi
6640,Patriotism,affection,background-song-with-lyrics,videos-with-text,Hindi
6641,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
6642,Philanthropy,kindness,background-song-with-lyrics,special-effects,Hindi
6643,Philanthropy,happy,self-spoken-dialogues,self-shot,Hindi
6644,Fails,happy,background-song-with-lyrics,self-shot,Hindi
6645,Heartbreak Romance,sad,background-song-with-lyrics,reaction videos,Hindi
6646,Festival,happy,background-song-with-lyrics,reaction videos,Hindi
6647,Magic,surprise,background-song-with-lyrics,self-shot,Hindi
6648,Fails,happy,background-song-with-lyrics,self-shot,Hindi
6649,Animals,neutral,background-song-with-lyrics,self-shot,Hindi
6650,Fails,happy,self-spoken-monologues,self-shot,Hindi
6651,Animals,neutral,self-spoken-monologues,self-shot,Hindi
6652,Music,happy,self-sung-song,videos-with-text,Hindi
6653,Astrology,neutral,self-spoken-monologues,videos-with-text,Hindi
6654,Magic,surprise,background-song-with-lyrics,self-shot,Hindi
6655,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
6656,Arts,neutral,background-song-with-lyrics,special-effects,Hindi
6657,Magic,surprise,background-song-with-lyrics,self-shot,Hindi
6658,Patriotism,neutral,self-spoken-monologues,self-shot,Hindi
6659,Couple Romance,happy,lip-syncing,self-shot,Hindi
6660,Arts,surprise,background-song-with-lyrics,self-shot,Hindi
6661,Magic,surprise,background-song-with-lyrics,self-shot,Hindi
6662,Food,happy,background-song-with-lyrics,self-shot,Hindi
6663,Magic,neutral,lip-syncing,special-effects,Hindi
6664,Philanthropy,kindness,self-spoken-dialogues,special-effects,Hindi
6665,News,neutral,self-spoken-monologues,videos-with-text,Hindi
6666,Food,happy,background-song-with-lyrics,self-shot,Hindi
6667,Sports,confidence,background-song-with-lyrics,self-shot,Hindi
6668,Astrology,neutral,self-spoken-monologues,videos-with-text,Hindi
6669,Magic,surprise,background-song-with-lyrics,self-shot,Hindi
6670,Patriotism,affection,background-song-with-lyrics,videos-text-special-effects,Hindi
6671,Arts,neutral,background-song-with-lyrics,videos-text-special-effects,Hindi
6672,Pets,neutral,background-song-with-lyrics,self-shot,Hindi
6673,Arts,neutral,background-song-with-lyrics,self-shot,Hindi
6674,Patriotism,neutral,background-song-with-lyrics,self-shot,Hindi
6675,Nature,neutral,background-song-with-lyrics,self-shot,Hindi
6676,Philanthropy,neutral,background-song-with-lyrics,self-shot,Hindi
6677,Dance,affection,lip-syncing,videos-text-special-effects,Hindi
6678,Music,affection,self-sung-song,videos-with-text,Hindi
6679,Magic,surprise,background-song-with-lyrics,self-shot,Hindi
6680,Onesided Romance,happy,background-song-with-lyrics,self-shot,Hindi
6681,News,neutral,self-spoken-monologues,videos-text-special-effects,Hindi
6682,Celeb,happy,background-song-with-lyrics,special-effects,Hindi
6683,Magic,surprise,lip-syncing,special-effects,Hindi
6684,Food,neutral,background-song-with-lyrics,self-shot,Hindi
6685,Fails,happy,background-song-with-lyrics,videos-with-text,Hindi
6686,Couple Comedy,happy,background-song-with-lyrics,self-shot,Hindi
6687,Heartbreak Romance,sad,self-spoken-monologues,special-effects,Hindi
6688,Arts,neutral,background-song-with-lyrics,videos-with-text,Hindi
6689,Automobiles & Gadgets,neutral,self-spoken-monologues,self-shot,Hindi
6690,Onesided Romance,happy,lip-syncing,special-effects,Hindi
6691,Astrology,neutral,self-spoken-monologues,self-shot,Hindi
6692,Kids Comedy,happy,lip-syncing,self-shot,Hindi
6693,Fashion,neutral,background-song-with-lyrics,self-shot,Hindi
6694,Magic,surprise,background-song-with-lyrics,special-effects,Hindi
6695,Philanthropy,kindness,background-song-with-lyrics,special-effects,Hindi
6696,Food,neutral,self-sung-song,videos-with-text,Hindi
6697,Magic,surprise,background-song-with-lyrics,self-shot,Hindi
6698,Fashion,happy,background-song-with-lyrics,self-shot,Hindi
6699,Sports,happy,background-song-with-lyrics,videos-text-special-effects,Hindi
6700,Arts,neutral,self-spoken-dialogues,self-shot,Hindi
6701,Animals,neutral,background-song-with-lyrics,self-shot,Hindi
6702,Philanthropy,kindness,self-spoken-dialogues,videos-text-special-effects,Hindi
6703,Couple Romance,happy,lip-syncing,self-shot,Hindi
6704,Pets,neutral,self-spoken-monologues,self-shot,Hindi
6705,Fitness,surprise,background-song-with-lyrics,self-shot,Hindi
6706,Couple Romance,affection,self-spoken-monologues,self-shot,Hindi
6707,Fails,anger,background-song-with-lyrics,self-shot,Hindi
6708,Music,happy,self-sung-song,self-shot,Hindi
6709,Patriotism,affection,background-song-with-lyrics,self-shot,Hindi
6710,Onesided Romance,happy,lip-syncing,self-shot,Hindi
6711,Fails,happy,self-spoken-monologues,self-shot,Hindi
6712,Cartoons,happy,instrumental,animation,Hindi
6713,Couple Romance,affection,background-song-with-lyrics,videos-with-text,Hindi
6714,Family Comedy,happy,lip-syncing,self-shot,Hindi
6715,Automobiles & Gadgets,neutral,background-song-with-lyrics,self-shot,Hindi
6716,Automobiles & Gadgets,neutral,background-song-with-lyrics,self-shot,Hindi
6717,Photography,neutral,background-song-with-lyrics,special-effects,Hindi
6718,Pets,happy,lip-syncing,self-shot,Hindi
6719,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
6720,Music,happy,self-sung-song,self-shot,Hindi
6721,Cartoons,happy,self-spoken-dialogues,animation,Hindi
6722,Couple Comedy,happy,lip-syncing,self-shot,Hindi
6723,Astrology,neutral,self-spoken-monologues,special-effects,Hindi
6724,Music,happy,self-sung-song,self-shot,Hindi
6725,Kids Comedy,happy,self-spoken-dialogues,self-shot,Hindi
6726,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Hindi
6727,Astrology,neutral,self-spoken-monologues,slideshow,Hindi
6728,Food,neutral,background-song-with-lyrics,self-shot,Hindi
6729,Astrology,neutral,self-spoken-monologues,videos-with-text,Hindi
6730,News,neutral,self-spoken-monologues,videos-with-text,Hindi
6731,Nature,neutral,background-song-with-lyrics,videos-with-text,Hindi
6732,Fashion,neutral,background-song-with-lyrics,self-shot,Hindi
6733,Fails,happy,background-song-with-lyrics,videos-with-text,Hindi
6734,Stunts,confidence,background-song-with-lyrics,self-shot,Hindi
6735,Couple Comedy,happy,lip-syncing,self-shot,Hindi
6736,Fitness,confidence,background-song-with-lyrics,self-shot,Hindi
6737,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
6738,Cartoons,happy,self-spoken-dialogues,animation,Hindi
6739,News,neutral,self-spoken-monologues,videos-text-special-effects,Hindi
6740,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
6741,Pranks,happy,self-sung-song,videos-text-special-effects,Hindi
6742,Comedians,happy,self-spoken-dialogues,movie/tv-show,Hindi
6743,Fails,happy,self-spoken-monologues,self-shot,Hindi
6744,Couple Comedy,happy,self-spoken-dialogues,videos-with-text,Hindi
6745,Comedians,happy,self-spoken-dialogues,movie/tv-show,Hindi
6746,Kids Comedy,happy,lip-syncing,self-shot,Hindi
6747,Pranks,anger,background-song-with-lyrics,reaction videos,Hindi
6748,Fashion,happy,background-song-with-lyrics,self-shot,Hindi
6749,Astrology,neutral,self-spoken-monologues,slideshow,Hindi
6750,Philanthropy,kindness,self-spoken-monologues,self-shot,Hindi
6751,Onesided Romance,happy,background-song-with-lyrics,videos-text-special-effects,Hindi
6752,Astrology,neutral,self-spoken-monologues,videos-with-text,Hindi
6753,Pets,happy,background-song-with-lyrics,videos-with-text,Hindi
6754,Fails,happy,self-spoken-monologues,self-shot,Hindi
